,review,label,clean
30437,"Alhamdulillah puas sma pelayanan nya, trimakasih lazada sgt membantu keperluan saya",Extremely Positive,alhamdulillah puas sama layan nya trimakasih lazada sangat bantu perlu
66141,"Barang bagus, kapasitas 67,1Gb Terimakasih barangnya cepat sampai. tidak pakai lama.....BRAVO",Extremely Positive,barang bagus kapasitas gb terimakasih barang cepat pakai bravo
6452,Sangat memuaskan barangnya bagus dan berkualitas,Extremely Positive,muas barang bagus kualitas
24566,"puas banget, barang ok, original sesuai gambar, pengiriman super cepat,",Extremely Positive,puas banget barang oke original sesuai gambar kirim super cepat
67653,barang oke harga sesuai dgn kualitas. yg penting bisa simpan hardisknya,Extremely Positive,barang oke harga sesuai dengan kualitas yang simpan hardisknya
46122,"pengiriman cepat, kemasan rapih, blm dibuka...good job",Extremely Positive,kirim cepat kemas rapi belum buka god job
10067,Bagus sih....tp.lama,Extremely Positive,bagus sih tetapi
19627,"Pengiriman Cepat, packing OK",Extremely Positive,kirim cepat packing oke
27407,alhamdulillah real pic.,Extremely Positive,alhamdulillah real pic
873,"barang sudah sampai dengan kondisinya bagus dan sesuai dengan iklan,mantappp pokoknya... cma packingnya horor... alngkah baiknya jika di packing kayu agar lebih aman,",Extremely Positive,barang kondisi bagus sesuai iklan mantap pokok cuma packingnya horor alngkah baik packing kayu aman
48105,"dpt flash sale, murah, gratis ongkir, barang aman sampai di malang jawa timur 6 hari. xiaomi yg 43 inch layar lebih cerah dan detail, sdh full hd. android nya os nya oke, drpd smart tv biasa.",Extremely Positive,dapat flash sale murah gratis ongkos kirim barang aman malang jawa timur xiaomi yang inch layar cerah detail sudah ful hd android nya os nya oke daripada smart televisi
28034,Pengiriman Cepet JNE yg lemot,Extremely Positive,kirim cepat jne yang lot
43828,"mantap peking kayu lewat jne, tpi lamanya gak ketulungan 1bln bru nyampe, pdhl udh g ngarep datang krn cod, tpi akhirnya dtg jg. nc pesan lagi tv coocaa  android yg 32 sma yg 40 inch smga g lama kaya yg pertama. tanks lazada tanks jg yg punya lapak.",Extremely Positive,mantap peking kayu jne tapi tidak ketulungan bulan baru sampai padahal sudah tidak berharap karena bayar saat pengiriman tapi datang juga nc pesan televisi coca android yang sama yang inch semoga tidak kayak yang terimakasih lazada terimakasih juga yang lapak
16293,"untuk keperluan kantor meeting room kecil, sangat bagus, cepat sampai tanpa cacat",Extremely Positive,perlu kantor meting rom bagus cepat cacat
15500,semoga awet...pengiriman cepat sekali. makasiiih,Extremely Positive,moga awet kirim cepat terimakasih
65683,Mantul Pelayanan sangat cepat sesuai dengan digambar dan telah dicoba hasilnya bagus,Extremely Positive,mantul layan cepat sesuai gambar coba hasil bagus
63219,Mulus Gk Ada Lecet. Pengiriman Cpt Tapi Harus Ngambil Sendiri Di Kantor J&T.Katanya Barang Besar Gk Bisa Antar.Gk Apalah Semoga Awet,Extremely Positive,mulus tidak lecet kirim cepat mengambil kantor juta barang tidak tidak apa moga awet
24274,Sy belum terima barangnya Memory Sandisk Ultra Micro 64 GB tapi statusnya telah diterima,Extremely Positive,saya terima barang memory sandisk ultra micro gb status terima
26804,bagus berfungsi dengan baik,Extremely Positive,bagus fungsi
3060,"Packing Rapih, barang bagus, sesuai dengan deskripsi.",Extremely Positive,packing rapi barang bagus sesuai deskripsi
7031,HDnya lumayan sesuai ekspektasi sayang pouch and pennya sederhana g sesuai gambar tapi overall ya cukup lah...,Extremely Positive,hdnya lumayan sesuai ekspektasi sayang pouch and penya sederhana tidak sesuai gambar overal iya
27895,mantap... lancar jaya...,Extremely Positive,mantap lancar jaya
17366,sesuai bintang,Extremely Positive,sesuai bintang
45575,alhamdulillah tvnya udah sampai..tinggal beli tv android box jadi smart tv.. thanks lazada!! mantuulllll..👍👍👍😁😁,Extremely Positive,alhamdulillah tvnya sudah tinggal beli televisi android box smart televisi terimakasih lazada mantul
11495,"mas maaf ini cuma mau beri masukan flashdisk  tidak ori dilihat fari warna birunya terlalu mencolok,yang asli radak gelap lalu tidak ada hologram gambar garansinya terima kasih saya memberi masukan saja",Extremely Positive,mas maaf masuk flashdisk original fari warna biru colok asli radak gelap hologram gambar garansi terima kasih masuk
45572,"Tivine gede harganya murah, kualitas? Bisa diandalkan. Pengen Tivi gede berkualitas tapi harga terjangkau, ini layak dibeli.",Extremely Positive,tivine besar harga murah kualitas andal ken tivi besar kualitas harga jangkau layak beli
39770,"pengiriman cepat , packing rapih , recommed seller👍",Extremely Positive,kirim cepat packing rapi recomed seler
18606,brang cepet sampi,Extremely Positive,brang cepat sampi
21447,"Barang sesuai diskripsi, Asli, Respon Seller dan Pengiriman barang sangat cepat dengan si Cepat....",Extremely Positive,barang sesuai skripsi asli respon seler kirim barang cepat sih cepat
40618,siang pesan sore sampe....mantap tq Lazada,Extremely Positive,siang pesan sore sampai mantap terimakasih lazada
27893,mantap USB nya... sesuai yg diinginkan...,Extremely Positive,mantap usb nya sesuai yang dingin
58601,Paket sudah diterima dalam keadaan baik. Terimakasih Lazada dan Seller🙏🙏🙏,Extremely Positive,paket terima adan terimakasih lazada seler
26394,"packaging rapi dan aman, pas di coba flashdisk juga bisa. baru 2 hari sejak pemesanan langsung sampai. pokoknya gak nyesel deh..",Extremely Positive,packaging rapi aman pas coba flashdisk mesan langsung pokok tidak menyesal deh
15085,"Derat yg wat nempel ke bautnya kurang satu,jd blm bs dipasang ke bracket,,ada yg jual ga ya deratnya aja",Extremely Positive,derat yang untuk menempel baut jadi belum bisa pasang bracket yang jual tidak iya deratnya saja
69292,Fast respon. Mantap. Semoga awet.,Extremely Positive,fast respon mantap moga awet
46435,"karena banyak ulasan g pakai packing kayu, TV ini sy jemput di kantor JNEnya, takut dan sedih lihat TV sy di gudangnya, Buble wrap yg g penting juga sobek sbelumnya sampai, sampai record unpacking kalau2 harus klaim, tapi Alhamdulillah diterima dan berfungsi dengan baik semuanya. gabus dan kerdusnya insyaAllah aman, asal tidak jatuh/terbentur/tertindih terutama oleh kurir, sebaiknya packing kayu juga kalo ngirimnya cuma pakai JNE truck.",Extremely Positive,ulas tidak pakai packing kayu televisi saya jemput kantor jnenya takut sedih lihat televisi saya gudang buble wrap yang tidak sobek sebelumnya record unpacking klaim alhamdulillah terima fungsi gabus kerdusnya insyaalah aman jatuhterbenturtertindih kurir packing kayu kalau ngirimnya pakai jne truck
23673,barang sampai. packing rapi. mantul pokok nya..,Extremely Positive,barang packing rapi mantul pokok nya
23343,packing rapi aman..blm di tes microsd nya...mudah2an sesuai harapan. saran sih lebih cepat lg utk proses pengiriman paket nya.,Extremely Positive,packing rapi aman belum tes microsd nya mudah sesuai harap saran sih cepat lagi untuk proses kirim paket nya
63241,"Uda sampe cepet banget gan, nice laah pokonya",Extremely Positive,sudah sampai cepat banget juragan nice pokok
75060,Alhamdulillah sesuai gbrnya,Extremely Positive,alhamdulillah sesuai gbrnya
35243,bagus terimakasih,Extremely Positive,bagus terimakasih
27862,barang sesuai dengan request,Extremely Positive,barang sesuai request
63236,smoga awet amien....+puas,Extremely Positive,semoga awet amien puas
29349,"pengiriman cepat, TV berfungsi dengan baik, semoga awet.",Extremely Positive,kirim cepat televisi fungsi moga awet
62834,"baguss, terbaca di handphone atau di laptop",Extremely Positive,bagus baca handphone laptop
60380,"Produknya bagus, packing rapi",Extremely Positive,produk bagus packing rapi
26158,agak kecewa..soalnya kita bayar dgan biaya paking kayu..sampai di tempat gak ada paking kyu..sdh bgitu pengirimannya lama....sampai 3 minggu.tpi sdh lah..yg pnting pesnan aku sdh dtg.terima kasih lazada..,Extremely Positive,kecewa bayar dgan biaya paking kayu tidak paking kyu sudah begitu pengirimanya minggu tapi sudah yang penting pesnan sudah datang terima kasih lazada
76582,"bagus mantap, murah, tapi gk murahan, btw, kalau ada yg komen ukuran nya gk real 32, tapi 28",Extremely Positive,bagus mantap murah tidak murah mengomong mengomong yang komen ukur nya tidak real
15156,"Alhamdulillah barang sampai dengan cepat. Kualitas bagus, harga juga bagus. sangat rekomendasi buat main game dan yg lain². terimakasih Lazada dan Sharp.",Extremely Positive,alhamdulillah barang cepat kualitas bagus harga bagus rekomendasi main game yang lain terimakasih lazada sharp
78278,sip aman sampai rumah,Extremely Positive,sip aman rumah
80412,barangnya oke banget sesuai dengan descripsinya dan kemasan ya juga bagus,Extremely Positive,barang oke banget sesuai descripsinya kemas iya bagus
60964,"barang ok,cm packing kurang aman,kata seller utk luar kota tambh packing kayu,trnyta gk pke.untung g apa2.mohon di tinjau lg.",Extremely Positive,barang oke cuma packing aman seler untuk kota tambah packing kayu trnyta tidak pakai untung tidak mohon tinjau lagi
11116,mantab 👍👍,Extremely Positive,mantap
42494,barang diterima dengan selamat dan aman semua. cuma saya masih bingung cara menonton tv nasional itu bagaimana caranya... tolong untuk admin nya bisa menjeladkan tata cara menonton tv nasionalnya,Extremely Positive,barang terima selamat aman bingung tonton televisi nasional tolong admin nya menjeladkan tata tonton televisi nasional
44319,Mantap sekali TVnya. semoga awet.,Extremely Positive,mantap tvnya moga awet
68451,"Mungkin transfer data lambat,tapi penyimpanan nya sangat besar,kalau file ilang tinggal lihat tutor aja d yt",Extremely Positive,transfer data lambat simpan nya file hilang tinggal lihat tutor saja ada yt
1306,Bagus barangnya,Extremely Positive,bagus barang
33580,Jos bgt,Extremely Positive,jos banget
66846,"Barang sampai dengan Aman, dan setelah dicoba barngnya MANTUL ... Alias Mantab Betul. Thanks Lazada n Happy Anniversary, tambah sukses selalu",Extremely Positive,barang aman coba barngnya mantul alias mantap terimakasih lazada dan hapy aniversary sukses
46622,harga flash sale super murah. OS mantap bisa install xx1lite. processing ga lemot sama sekali. cuman sudut panel agak redup aja. worth it to the max.,Extremely Positive,harga flash sale super murah os mantap instal xlite procesing tidak lot cuma sudut panel redup saja worth itu untuk the maksimal
77710,sesuai dengan deskripsi barang original tergolong murah diantara setipe dengan yg lain,Extremely Positive,sesuai deskripsi barang original golong murah tipe yang
76924,bagus banget!! otg di hp makin asik,Extremely Positive,bagus banget otg hp asik
45953,Alhamdulillah barang datang dengan selamat tanpa ada cacat sedikitpun.. Produk bagus kwalitas ok bgt pokoknya..,Extremely Positive,alhamdulillah barang selamat cacat sedikit produk bagus kwalitas oke banget pokok
46966,Murah tapi kaya fitur cuma dapet disini.,Extremely Positive,murah kayak fitur dapat
74560,"Barang sudah diterima,setalah dicek dan difungsikan semuanya berfungsi dengan normal no cacat,teri makasih",Extremely Positive,barang terima seta cek fungsi fungsi normal nomor cacat teri terimakasih
79961,packing aman kurir ramah barang beneran ori sesuai kapasitas,Extremely Positive,packing aman kurir ramah barang benaran original sesuai kapasitas
23080,"Barang ori, segel & berfungsi, trims",Extremely Positive,barang original segel fungsi terima kasih
22222,"Pengiriman sangat cepat, bayar kemarin hari ini udah sampe. Barang Original, bahkan ada kartu garansi nya. Packing nya baik. Tapi sayang kan yg di keterangannya kapasitas 32Gb ternyata kapasitasnya cuma 29Gb. Tapi gapapa yg penting barangnya bagus, pengiriman cepat dan respon penjual sangat baik😊",Extremely Positive,kirim cepat bayar kemarin sudah sampai barang original kartu garansi nya packing nya sayang yang keteranganya kapasitas gb kapasitas gb tidak apa-apa yang barang bagus kirim cepat respon jual baik
61510,sabi lah,Extremely Positive,bisa
55425,"sesuai dengan tgl yg di tentukan, berfungsi dengan baik.",Extremely Positive,sesuai tanggal yang tentu fungsi
29282,"respon cepat, paking rapi, sabtu pesan senin barang datang.. makasih",Extremely Positive,respon cepat paking rapi sabtu pesan senin barang terimakasih
22772,"packing Rapi & Pengiriman Cepat,,kualitas Bagus sekali",Extremely Positive,packing rapi kirim cepat kualitas bagus
10898,barang bagus pengiriman cepat,Extremely Positive,barang bagus kirim cepat
7244,"paket sampai,walau telat,barangnya oke,terbacanya ,29. gb lebih,dijajal simpan film  terbaca oke semoga awet,matul deh",Extremely Positive,paket terlambat barang oke baca gb jajal simpan film baca oke moga awet matul deh
48196,keren banget lumayan cepet 3 hari sampe rumah..  langsung di coba.  keren banget.. thanks lazada..  thanks xiaomi.  tv nya keren,Extremely Positive,keren banget lumayan cepat sampai rumah langsung coba keren banget terimakasih lazada terimakasih xiaomi televisi nya keren
50645,"awalnya agak binggung pakai tv coocaa ini karena biasa pakai sungsang. tapi setelah kotak katik 1 jam bisa jga. pengiriman via ninja van cepat hanya 16 jam sudah sampai rumah di daerah bekasi, mulus dan sesuai dengan iklan. terimakasih coocaa dan lazada.",Extremely Positive,bingung pakai televisi coca pakai sungsang kotak katik jam juga kirim via ninja van cepat jam rumah daerah bekas mulus sesuai iklan terimakasih coca lazada
6414,amazing. i like it. pengiriman cukup cepat dari luar negeri sampai kesini. aman. rapi. kondisi bagus. MasyaAllah berguna banget. Daridulu emang pengen beli tempat atau pouch hardisk eksternal wkwk 😅 Thanks,Extremely Positive,mengagumkan i like itu kirim cepat negeri kesini aman rapi kondisi bagus masyaalah guna banget daridulu memang ken beli pouch hardisk eksternal wkwk terimakasih
21179,"Saya yakin , produk terkirim. Bagi yg komentarnya barang sudah terkirim tp blm sampai ,sabar mungkin tempat anda  jauh ,jadi agak lambat. Saya beli HP,SENDAL, DOMPET,MICRO SD barang sampai semua,aman,lokasi saya Bogor.( Tips membeli di lazada: jangan berhubungan dengan seller melalui WA, TELP,SMS.Jangan membeli barang yg termurah,karena mungkin beda sama yg di keterangan,tidak sesuai gambar.",Extremely Positive,produk kirim yang komentar barang kirim tetapi belum sabar lambat beli hp sendal dompet micro sd barang aman lokasi bogor tips beli lazada hubung seler wa telepon sms beli barang yang murah beda yang terang sesuai gambar
7388,"Barang tiba 1 hari sebelum estimasi, terimakasih !",Extremely Positive,barang estimasi terimakasih
63949,"barang ok, pengiriman cpt",Extremely Positive,barang oke kirim cepat
52330,Krimannya udah sampai dgn selamat mkasih,Extremely Positive,krimanya sudah dengan selamat terimakasih
9673,rekomended,Extremely Positive,rekomended
19212,"mantaabbb bgttt..barang diterima dalam kondisi baik, pengiriman kilatttt..thanksss lazmall and lazada",Extremely Positive,mantap banget barang terima kondisi kirim kilat terimakasih lazmal and lazada
772,"barang sesuai pesanan, mantab",Extremely Positive,barang sesuai pesan mantap
73130,Alhamdulillah barangnya bagus g lecet sama sekali,Extremely Positive,alhamdulillah barang bagus tidak lecet
2289,bagus barangnya tanpa cacat plus bonusnya,Extremely Positive,bagus barang cacat plus bonus
8655,sangat memuaskan baik barang dan pengiriman,Extremely Positive,muas barang kirim
44867,"pengiriman lumayan cepat, produk bekerja dengan baik, kuaranya kencang, support format H.265. thx",Extremely Positive,kirim lumayan cepat produk ara kencang suport format h terimakasih
66132,"ya begi'tu saya check perangkat di windows7 okee..memmuaskan langsung buat apply backup""",Extremely Positive,iya cek perangkat windows oke muas langsung aply backup
6626,"Barang sesuai spesifikasi dan packing rapi + aman karena dikasih bublle wrap, recomended seller.",Extremely Positive,barang sesuai spesifikasi packing rapi aman kasih buble wrap recomended seler
51294,mantapppp krreeeennnn... gue saranin semua orang indonesia beli coocaa.. murah kwlitas luarbiasa,Extremely Positive,mantap keren saya menyarankan orang indonesia beli coca murah kwlitas luarbiasa
21462,saya udah 4 kali beli merek sandisk dan semuanya normal ngga ada kendala,Extremely Positive,sudah kali beli merek sandisk normal tidak kendala
70886,"very good 3in1 function ,elegant,and eye catching",Extremely Positive,very god ini fungsi elegant and eye catching
16357,ini mantap diskonnya.,Extremely Positive,mantap disko
77126,Barang bagus semoga awet,Extremely Positive,barang bagus moga awet
44229,barang udah saya terima Peking rapih terimakasih Lazada,Extremely Positive,barang sudah terima peking rapi terimakasih lazada
26749,Paket sudah sampai dengan selamat... cepet banget sampenya,Extremely Positive,paket selamat cepat banget sampenya
16622,"makasih ya gan tv nya sesuai deskripsi, bagus ..",Extremely Positive,terimakasih iya juragan televisi nya sesuai deskripsi bagus
4578,trimksh... prosesnya cepat dan barang datangnya juga bagus.... packingan juga rapi banget.... saya suka.   thx Lazada,Extremely Positive,trimksh proses cepat barang datang bagus packingan rapi banget suka terimakasih lazada
32364,"Bagus Krn sy sdh punya sebelumnya, cm mmg kapasitas g penuh 1 tera ya. Hanya 913 GB.",Extremely Positive,bagus karena saya sudah cuma moga kapasitas tidak penuh tera iya gb
45421,sudah 4 sy beli mantap...pelayanan garansi jg cepat...pertahankan cooca untuk perawatan na...,Extremely Positive,saya beli mantap layan garansi juga cepat tahan coca awat nya
23461,pengiriman cepat⚡⚡ Barang sesuai gambar dan spesifikasi. Tengs (:,Extremely Positive,kirim cepat barang sesuai gambar spesifikasi tengs
15389,"alhamdulillah pengiriman cepat sekali, kondisi over all baguss semoga awet thanks u",Extremely Positive,alhamdulillah kirim cepat kondisi over al bagus moga awet terimakasih kamu
23718,"Barang sesuai dg pesanan, tiba keesokan hari. Respon yg baik sekali",Extremely Positive,barang sesuai dengan pesan sok respon yang
81353,"Thx lazada barangnya udah sampe, cepet banget cuman 2 hari kirain lebih dari 1 minggu karena masih hari lebaran hehe",Extremely Positive,terimakasih lazada barang sudah sampai cepat banget cuma mengira minggu lebaran he
51477,pengiriman sangat cepat iyapun dengan sistem pembayaran COD mantap lah pokonya.,Extremely Positive,kirim cepat iya sistem bayar bayar saat pengiriman mantap pokok
32931,barang sesuai pesanan. tp kok ga ada kartu garansinya y,Extremely Positive,barang sesuai pesan tetapi tidak kartu garansi iya
64275,sangat bagus dan memuaskan,Extremely Positive,bagus muas
9569,Barang cepat datang.. packing bagus.. bonusannya mantul..,Extremely Positive,barang cepat packing bagus bonusanya mantul
55756,real keren bass nya .,Extremely Positive,real keren bas nya
5356,Bagus Cepat Rapi Istimewa,Extremely Positive,bagus cepat rapi istimewa
79932,gooood tp blm dicoba..,Extremely Positive,god tetapi belum coba
61353,"Produk bagus, harga bersaing, dan garansi resmi yang sangat panjang sampai 5 tahun",Extremely Positive,produk bagus harga saing garansi resmi
54782,"Barang sesuai pesanan... packing bagus, berfungsi dengan normal...",Extremely Positive,barang sesuai pesan packing bagus fungsi normal
10900,Pesanan udah d terima fast respon... mksih. Brg bagus,Extremely Positive,pesan sudah ada terima fast respon terimakasih barang bagus
8425,Produknya cukup bagus,Extremely Positive,produk bagus
30478,"Super puas, harga sangat murah (79 k), real spec dan pengiriman super cepat, hanya 3 hari sampai nganjuk",Extremely Positive,super puas harga murah kak real spec kirim super cepat nganjuk
71992,cepat pengiriman y,Extremely Positive,cepat kirim iya
52851,oke punya boz ku.. always memuaskan,Extremely Positive,oke boz ku selalu muas
18540,"Packing rapi , cepat sampai",Extremely Positive,packing rapi cepat
43277,"beli 2 langsung, mantab, pas promo program free VIP IFLIX 12 BLN, cuman blm dpt kode pengaktifan",Extremely Positive,beli langsung mantap pas promo program fre vip iflix bulan cuma belum dapat kode aktif
15367,gan ini tv kok saya konek hdmi mhl pake android nggak ada respon saya runggu 10 menitan.memang ada pengaturan khusus atau apa ya,Extremely Positive,juragan televisi konek hdmi mhl pakai android tidak respon rungu menit atur khusus iya
2283,Murah tp bukan murahan,Extremely Positive,murah tetapi murah
46015,"paking rapi dan kokoh, waktu pengiriman untuk luar Jawa cukup cepat, makasih lazada 😃👍",Extremely Positive,paking rapi kokoh kirim jawa cepat terimakasih lazada
77594,Barang sesuai harapan. Memuaskan,Extremely Positive,barang sesuai harap muas
1122,"pengiriman ontime dengan produk kualitas yg ok.. buat yg nyari laptop rekomen ni mi notebook air..garansi bukan masalah melihat barang yg memuaskan..loading buka window ga nyampe 5detik..desain yg simple dan elegan sepanjang masa..ga bakalan kalah dengan produk"" baru nantinya",Extremely Positive,kirim ontime produk kualitas yang oke yang mencari laptop rekomen ini mi notebok air garansi barang yang muas loading buka window tidak sampai detik desain yang simpel elegan tidak kalah produk
50102,"barang diterima dengan selamat dan sudah dicoba,  tp ukuran nya sama yg putih beda hampir 1 gb.  yg penting barangnya bagus.",Extremely Positive,barang terima selamat coba tetapi ukur nya yang putih beda gb yang barang bagus
69527,buruk,Extremely Positive,buruk
43914,alhmdulillah udh nympe3,Extremely Positive,alhmdulilah sudah nympe
44780,"barang sesuai ekspektasi,cukup puas",Extremely Positive,barang sesuai ekspektasi puas
14079,"lagi lagi gk kecewa blanja di lazada 😍😍😍 smpet ragu beli brang elektronik di olshoop , tpi keraguanya hilang krna brang nya yg smpe bagus bnget , packingnya rapi dn brang cepet sampe , tengkyu lazada udh bntu aq buat belanja dgn mudah 👍👍👍👍👍",Extremely Positive,tidak kecewa blanja lazada smpet ragu beli brang elektronik olshop tapi keraguanya hilang karena brang nya yang sampai bagus banget packingnya rapi dan brang cepat sampai tengkyu lazada sudah bantu saya belanja dengan mudah
23901,Sesuai gambar,Extremely Positive,sesuai gambar
36372,barang sampai dengan cepat dan kualitas yg bagus,Extremely Positive,barang cepat kualitas yang bagus
60635,"paket sudah sampe,di kemas rapi dan aman menggunakan kayu,tapi blm saya buka,mudah2 ga da masalah,dan awet,,",Extremely Positive,paket sampai kemas rapi aman menggunakan kayu belum buka mudah tidak sudah awet
57162,"barang sudah diterima sesuai deskripsi,...pengiriman cepat👍👍👍",Extremely Positive,barang terima sesuai deskripsi kirim cepat
57003,terimakasih barang sesuai dgn apa yg d inginkan 😍 😍 packing sama kurir nya terbaik. semoga awet ya om n ditunggu bonus antenanya wkwkwk,Extremely Positive,terimakasih barang sesuai dengan yang ada packing kurir nya baik moga awet iya om dan tunggu bonus antena wkwkwk
41323,"packing rapi n segel asus, tapi blm dicoba",Extremely Positive,packing rapi dan segel asus belum coba
17286,Kalo mau nyicil gimana?,Extremely Positive,kalau mencicil bagaimana
65676,"barang bagus engga kecewa belinya ,sudah di coba juga alhdmulilah engga ada masalah ,pemgirimannya cepet bangett",Extremely Positive,barang bagus enga kecewa beli coba alhdmulilah enga pemgirimanya cepat banget
76500,"barang sdh diterima dgn baik, masih dlm kemasan",Extremely Positive,barang sudah terima dengan dalam kemas
526,"Barang bagus, awet sampai sekarang",Extremely Positive,barang bagus awet
19386,brng sesuai pesanan dan trimakasih NiNjA,Extremely Positive,brng sesuai pesan trimakasih ninja
43862,mantul.. tks lazada dan kurirnya,Extremely Positive,mantul terimakasih lazada kurir
17414,Barang sesuai....Thx Lazada,Extremely Positive,barang sesuai terimakasih lazada
31522,Mantuuul,Extremely Positive,mantul
40051,produk Hdd external Seagate bagus,Extremely Positive,produk hd external seagate bagus
57270,barang sudah sampai hanya braket nya ga ada kenapa yah katanya free braket,Extremely Positive,barang braket nya tidak iya fre braket
265,mantap barang gak minus sama sekali,Extremely Positive,mantap barang tidak minus
54238,kecewa pesen banyak.. malah ga bisa di gunain.. dan juga ga sesui gb nya..,Extremely Positive,kecewa sen tidak gunain tidak sesui gb nya
57037,alhamdulillah barang dah nyampe packingn bagus..,Extremely Positive,alhamdulillah barang sudah sampai packingn bagus
36240,puas bgt,Extremely Positive,puas banget
73298,"Makasih coocaa barangnya bagus, alhamdulillah ga ada yg cacat, tv baru smpe, lgsung dibuat nnton bola",Extremely Positive,terimakasih coca barang bagus alhamdulillah tidak yang cacat televisi sampai langsung menonton bola
71410,Terima kasih sesuai gambar bos.. Mantap,Extremely Positive,terima kasih sesuai gambar bos mantap
66743,"TV bagus. Harga terjangkau. Pengiriman cepat, pesan tgl 12 juli 2019 sampai nya tgl 15 juli 2019. Semoga awet yaa.. Terima kasih🙏",Extremely Positive,televisi bagus harga jangkau kirim cepat pesan tanggal juli nya tanggal juli moga awet iya terima kasih
23161,GOod packing... moga jja awet..thanx,Extremely Positive,good packing moga saja awet terimakasih
66794,mantap barang nya pengiriman cepat,Extremely Positive,mantap barang nya kirim cepat
75012,barang Ok paking Ok kurir Ok mantul semuanya Ok TRIms Lazada sukses selalu.,Extremely Positive,barang oke paking oke kurir oke mantul oke terima kasih lazada sukses
39859,"Produk bagus sesuai deskripsi, thanks smga sukses, kurir ramah dan bagus pokoknya",Extremely Positive,produk bagus sesuai deskripsi terimakasih semoga sukses kurir ramah bagus pokok
76302,keren banget..thanks hisense thanks lazada...mantap smart TV nya....keren abis...,Extremely Positive,keren banget terimakasih hisense terimakasih lazada mantap smart televisi nya keren habis
62831,tidak berpungsi sama sekali,Extremely Positive,pungsi
74033,"Mantap.. pengiriman cepat, estimasi tgl 1 tapi tgl 30 udah nyampe, packing rapi, barang sampai dgn aman, semoga awet, terimaksih lazada",Extremely Positive,mantap kirim cepat estimasi tanggal tanggal sudah sampai packing rapi barang dengan aman moga awet terima kasih lazada
47983,"Barang keren, Recomended.. Cocok untuk gaming sama desain grafis.. Packing Rapi, diluar perkiraan ternyata barang nyampe lebih cepat dr estimasi.. Seller ramah.. Tks Seller.. Tks Lazada..",Extremely Positive,barang keren recomended cocok gaming desain grafis packing rapi luar kir barang sampai cepat dari estimasi seler ramah terimakasih seler terimakasih lazada
79100,Sesuai ekspetasi,Extremely Positive,sesuai ekspetasi
36295,Pesanan lambat datang. 20hari lebih. Tp kondisi barang memuaskan,Extremely Positive,pesan lambat tetapi kondisi barang muas
23155,Barang sesuai diskripsi,Extremely Positive,barang sesuai skripsi
44859,nice lah tvnya. tapi sayang dibelinya pas bukan 11-11 jadi rada mahal,Extremely Positive,nice tvnya sayang bel pas rada mahal
64103,terima kasih barangnya sudah diterima dalam kondisi baik,Extremely Positive,terima kasih barang terima kondisi
50487,"Kualitas TVnya bagus banget.. Semua berfungsi dengan sangat baik.. Minusnya packingnya cm pake bubble wrap tipis, srharusnya di packing kayu biar lbh aman..",Extremely Positive,kualitas tvnya bagus banget fungsi minus packingnya cuma pakai buble wrap tipis srharusnya packing kayu biar lebih aman
16561,keren bgt packing bagus pengiriman cepat. thanks lazada,Extremely Positive,keren banget packing bagus kirim cepat terimakasih lazada
35152,"ini benar benar bagus, terima kasih",Extremely Positive,bagus terima kasih
32852,barang bagus package juga.... mantapsss abis,Extremely Positive,barang bagus package mantap habis
1554,Makasih gan. Respon seller lumayan cepat. Barangnya bagus dan oke. Warna dan bonus sesuai di gambar. Malah ditambahin free notes :D yey trims gan.,Extremely Positive,terimakasih juragan respon seler lumayan cepat barang bagus oke warna bonus sesuai gambar ditambahkan fre notes ada yey terima kasih juragan
13524,keren .....ndak nyesel beli ini....sukses terus lazada😎,Extremely Positive,keren tidak menyesal beli sukses lazada
60998,"Saya terima barangnya sehari lebih lama dari perkiraan, kondisi barang bagus tidak ada masalah, pas dihidupkan normal semua, sempat bermasalah dengan remote dan petunjuk di buku manual sangat minim, setelah googling masalah bisa diselesaikan dengan reset ke factory default. Fungsi remote sangat penting, karena di tv tidak ada tombol sama sekali selain tombol power on.",Extremely Positive,terima barang hari kir kondisi barang bagus pas hidup normal masalah remote tunjuk buku manual minim gogling selesai reset factory default fungsi remote televisi tombol tombol power on
21413,"Barang sudah di terima dengan baik.  Woow harganya sdh naik lagi..  Recommended, produk original",Extremely Positive,barang terima wow harga sudah recomended produk original
34323,so far it's ok,Extremely Positive,jadi far its oke
49261,barang sesuai pesanan dan pengiriman cepat 😊,Extremely Positive,barang sesuai pesan kirim cepat
15427,sudah order 2x tapi kecewa pengirimannya tidak menggunakan kayu over all mantab spha aweet,Extremely Positive,order kali kecewa pengirimanya menggunakan kayu over al mantap spha awet
46473,"orderan sdh sampai Lampung Utara, packing kayu rapat, boxnya d ksih bubble wrap, so aman bgt, ketika d test tvnya smuanya berfungsi baik, semoga awet. tq coocaa, tq lazada jadi gak takut buat beli barang elektronik berukuran besar di toko aliansi lazada",Extremely Positive,order sudah lampung utara packing kayu rapat boxnya ada kasih buble wrap jadi aman banget ada test tvnya smuanya fungsi moga awet terimakasih coca terimakasih lazada tidak takut beli barang elektronik ukur toko aliansi lazada
12207,bagus sekali semua normal,Extremely Positive,bagus normal
12369,produk bagus sesuai deskripsi penjual,Extremely Positive,produk bagus sesuai deskripsi jual
